GLOBALEVENTID,SQLDATE,AvgTone,NumArticles,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FullName,SOURCEURL
779412593,20180815,-3.42465753424658,6,10.0,76.5,"Kerala, Kerala, India",http://twocircles.net/2018aug14/425323.html
779413047,20180815,-3.42465753424658,10,10.0,76.5,"Kerala, Kerala, India",http://twocircles.net/2018aug14/425323.html
779413074,20180815,-3.42465753424658,2,10.0,76.5,"Kerala, Kerala, India",http://twocircles.net/2018aug14/425323.html
779413575,20180815,-3.42465753424658,10,10.0,76.5,"Kerala, Kerala, India",http://twocircles.net/2018aug14/425323.html
779414749,20180815,-3.42465753424658,8,10.0,76.5,"Kerala, Kerala, India",http://twocircles.net/2018aug14/425323.html
779414750,20180815,-3.42465753424658,2,10.0,76.5,"Kerala, Kerala, India",http://twocircles.net/2018aug14/425323.html
779414754,20180815,-3.42465753424658,2,10.0,76.5,"Kerala, Kerala, India",http://twocircles.net/2018aug14/425323.html
779414756,20180815,-3.42465753424658,4,10.0,76.5,"Kerala, Kerala, India",http://twocircles.net/2018aug14/425323.html
779414757,20180815,-3.42465753424658,6,10.0,76.5,"Kerala, Kerala, India",http://twocircles.net/2018aug14/425323.html
779414759,20180815,-3.42465753424658,4,10.0,76.5,"Kerala, Kerala, India",http://twocircles.net/2018aug14/425323.html
779427718,20180815,-4.3859649122807,5,10.0,76.5,"Kerala, Kerala, India",http://www.lankaweb.com/news/items/2018/08/14/yahapalana-government-social-inclusion-and-anti-discrimination-law-part-1/
779427720,20180815,-4.3859649122807,5,10.0,76.5,"Kerala, Kerala, India",http://www.lankaweb.com/news/items/2018/08/14/yahapalana-government-social-inclusion-and-anti-discrimination-law-part-1/
779439237,20180815,-5.35334543568464,6,9.96667,76.2333,"Cochin, Kerala, India",https://www.business-standard.com/article/pti-stories/cochin-airport-suspends-operations-till-afternoon-118081500073_1.html
779439238,20180815,-5.39419087136929,2,10.0,76.5,"Kerala, Kerala, India",https://www.business-standard.com/article/pti-stories/cochin-airport-suspends-operations-till-afternoon-118081500073_1.html
779439245,20180815,-3.21909084451031,57,9.96667,76.2333,"Cochin, Kerala, India",https://www.business-standard.com/article/pti-stories/cochin-airport-suspends-operations-till-afternoon-118081500073_1.html
779441189,20180815,-0.922872961251605,18,10.0,76.5,"Kerala, Kerala, India",https://www.khaleejtimes.com/nation/umm-al-quwain/indian-seeks-amnesty-from-a-hospital-bed-in-uae
779441190,20180815,-1.9127584902458,6,9.26667,76.7833,"Pathanamthitta, Kerala, India",https://www.khaleejtimes.com/nation/umm-al-quwain/indian-seeks-amnesty-from-a-hospital-bed-in-uae
779442034,20180815,-1.9127584902458,24,10.0,76.5,"Kerala, Kerala, India",https://www.khaleejtimes.com/nation/umm-al-quwain/indian-seeks-amnesty-from-a-hospital-bed-in-uae
779442063,20180815,-0.922872961251605,18,10.0,76.5,"Kerala, Kerala, India",https://www.khaleejtimes.com/nation/umm-al-quwain/indian-seeks-amnesty-from-a-hospital-bed-in-uae
779442064,20180815,-1.9127584902458,6,9.26667,76.7833,"Pathanamthitta, Kerala, India",https://www.khaleejtimes.com/nation/umm-al-quwain/indian-seeks-amnesty-from-a-hospital-bed-in-uae
779447087,20180815,-3.39943342776204,4,10.0,76.5,"Kerala, Kerala, India",https://www.hindustantimes.com/punjab/kerala-nun-rape-kerala-cops-question-jalandhar-bishop-for-9-hours/story-e2hh2K8ZZAsbKVcVWAnhdI.html
779447455,20180815,-3.39943342776204,1,11.8333,75.5667,"Kottayam, Kerala, India",https://www.hindustantimes.com/punjab/kerala-nun-rape-kerala-cops-question-jalandhar-bishop-for-9-hours/story-e2hh2K8ZZAsbKVcVWAnhdI.html
779447457,20180815,-3.39943342776204,4,10.0,76.5,"Kerala, Kerala, India",https://www.hindustantimes.com/punjab/kerala-nun-rape-kerala-cops-question-jalandhar-bishop-for-9-hours/story-e2hh2K8ZZAsbKVcVWAnhdI.html
779447464,20180815,-3.39943342776204,1,11.8333,75.5667,"Kottayam, Kerala, India",https://www.hindustantimes.com/punjab/kerala-nun-rape-kerala-cops-question-jalandhar-bishop-for-9-hours/story-e2hh2K8ZZAsbKVcVWAnhdI.html
779447466,20180815,-3.39943342776204,2,10.0,76.5,"Kerala, Kerala, India",https://www.hindustantimes.com/punjab/kerala-nun-rape-kerala-cops-question-jalandhar-bishop-for-9-hours/story-e2hh2K8ZZAsbKVcVWAnhdI.html
779447620,20180815,-3.39943342776204,5,10.0,76.5,"Kerala, Kerala, India",https://www.hindustantimes.com/punjab/kerala-nun-rape-kerala-cops-question-jalandhar-bishop-for-9-hours/story-e2hh2K8ZZAsbKVcVWAnhdI.html
779447871,20180815,-3.39943342776204,4,11.8333,75.5667,"Kottayam, Kerala, India",https://www.hindustantimes.com/punjab/kerala-nun-rape-kerala-cops-question-jalandhar-bishop-for-9-hours/story-e2hh2K8ZZAsbKVcVWAnhdI.html
779450001,20180815,-2.58326920962955,10,10.0,76.5,"State Of Kerala, Kerala, India",https://indiankanoon.org/doc/163084985/
779456041,20180815,-2.803738317757,10,9.98333,76.2833,"Ernakulam, Kerala, India",https://indianexpress.com/article/india/kerala-rains-kerala-floods-cochin-international-airport-idukki-dam-mullaperiyar-5307299/
779456171,20180815,0.19417475728155,2,10.0,76.5,"Kerala, Kerala, India",https://www.firstpost.com/india/daily-bulletin-pm-sddresses-nation-in-last-independence-day-speech-before-election-reliance-gigafibre-pre-bookings-start-today-4968291.html
779456172,20180815,0.19417475728155,6,10.0,76.5,"Kerala, Kerala, India",https://www.firstpost.com/india/daily-bulletin-pm-sddresses-nation-in-last-independence-day-speech-before-election-reliance-gigafibre-pre-bookings-start-today-4968291.html
779456175,20180815,0.19417475728155,2,10.0,76.5,"Kerala, Kerala, India",https://www.firstpost.com/india/daily-bulletin-pm-sddresses-nation-in-last-independence-day-speech-before-election-reliance-gigafibre-pre-bookings-start-today-4968291.html
779456178,20180815,0.19417475728155,6,10.0,76.5,"Kerala, Kerala, India",https://www.firstpost.com/india/daily-bulletin-pm-sddresses-nation-in-last-independence-day-speech-before-election-reliance-gigafibre-pre-bookings-start-today-4968291.html
779456656,20180815,-7.00808625336927,10,10.0,76.5,"Kerala, Kerala, India",http://www.khaleejtimes.com/international/india/cochin-airport-suspends-all-fights-till-afternoon-after-heavy-rain-in-kerala
779456730,20180815,-7.00808625336927,10,10.0,76.5,"Kerala, Kerala, India",http://www.khaleejtimes.com/international/india/cochin-airport-suspends-all-fights-till-afternoon-after-heavy-rain-in-kerala
779456772,20180815,0.19417475728155,1,10.0,76.5,"Kerala, Kerala, India",https://www.firstpost.com/india/daily-bulletin-pm-sddresses-nation-in-last-independence-day-speech-before-election-reliance-gigafibre-pre-bookings-start-today-4968291.html
779457094,20180815,0.19417475728155,1,10.0,76.5,"Kerala, Kerala, India",https://www.firstpost.com/india/daily-bulletin-pm-sddresses-nation-in-last-independence-day-speech-before-election-reliance-gigafibre-pre-bookings-start-today-4968291.html
779458292,20180815,-7.44827586206896,5,10.0,76.5,"Kerala, Kerala, India",http://www.msn.com/en-nz/news/world/nebraska-carries-out-first-us-execution-using-opioid-fentanyl/ar-BBLWM8e
779458851,20180815,-7.44827586206896,10,10.0,76.5,"Kerala, Kerala, India",http://www.msn.com/en-nz/news/world/nebraska-carries-out-first-us-execution-using-opioid-fentanyl/ar-BBLWM8e
779459541,20180815,-7.44827586206896,10,10.0,76.5,"Kerala, Kerala, India",http://www.msn.com/en-nz/news/world/nebraska-carries-out-first-us-execution-using-opioid-fentanyl/ar-BBLWM8e
779460678,20180815,2.92269871619776,1,11.8667,75.3653,"Kannur, Kerala, India",http://www.vervemagazine.in/people/avant-garde-aesthetes-jagdip-jagpals-artists-to-watch-out-for
779460985,20180815,2.92269871619776,2,10.0,76.5,"Kerala, Kerala, India",http://www.vervemagazine.in/people/avant-garde-aesthetes-jagdip-jagpals-artists-to-watch-out-for
779461173,20180815,2.92269871619776,2,11.8667,75.3653,"Kannur, Kerala, India",http://www.vervemagazine.in/people/avant-garde-aesthetes-jagdip-jagpals-artists-to-watch-out-for
779461176,20180815,2.92269871619776,6,10.0,76.5,"Kerala, Kerala, India",http://www.vervemagazine.in/people/avant-garde-aesthetes-jagdip-jagpals-artists-to-watch-out-for
779468356,20180815,0.146450290393638,45,10.0,76.5,"Kerala, Kerala, India",https://www.business-standard.com/article/news-ani/pm-modi-addresses-nation-on-72nd-independence-day-118081500149_1.html
779468359,20180815,0.146450290393638,45,10.0,76.5,"Kerala, Kerala, India",https://www.business-standard.com/article/news-ani/pm-modi-addresses-nation-on-72nd-independence-day-118081500149_1.html
779470191,20180815,-4.42570181255526,16,9.85,76.9667,"Idukki, Kerala, India",https://www.khaleejtimes.com/international/india/Kerala-floods:-Kochi-airport-suspends-operations
779470232,20180815,-6.19041107117381,60,9.85,76.9667,"Idukki, Kerala, India",https://www.khaleejtimes.com/international/india/Kerala-floods:-Kochi-airport-suspends-operations
779472287,20180815,-3.80999857570146,16,10.1833,76.2167,"Periyar River, Kerala, India",http://tag911.ae/cochin-airport-suspends-flights-after-heavy-rains-batter-kerala/
779472299,20180815,-6.10079575596817,1,10.1833,76.2167,"Periyar River, Kerala, India",https://scroll.in/latest/890517/the-big-news-pm-modi-says-india-is-now-about-reform-perform-transform-and-nine-other-top-stories
779473159,20180815,-6.18066561014263,6,10.0,76.5,"Kerala, Kerala, India",http://www.thecitizen.in/index.php/en/NewsDetail/index/2/14689/The-Mishra-and-the-Khan-of-Gorakhpur-This-Independence-Day
779478654,20180815,-2.88135593220339,1,9.85,76.9667,"Idukki, Kerala, India",https://www.business-standard.com/article/pti-stories/no-let-up-in-torrential-rains-in-kerala-kochi-airport-shut-118081500197_1.html
779478655,20180815,-2.88135593220339,7,9.85,76.9667,"Idukki, Kerala, India",https://www.business-standard.com/article/pti-stories/no-let-up-in-torrential-rains-in-kerala-kochi-airport-shut-118081500197_1.html
779478656,20180815,-3.19357440183082,16,9.43333,77.0833,"Sabarimala, Kerala, India",https://www.business-standard.com/article/pti-stories/no-let-up-in-torrential-rains-in-kerala-kochi-airport-shut-118081500197_1.html
779478659,20180815,-3.39859061984006,14,9.49417,76.3275,"Alappuzha, Kerala, India",https://www.business-standard.com/article/pti-stories/no-let-up-in-torrential-rains-in-kerala-kochi-airport-shut-118081500197_1.html
779478660,20180815,-3.36426940414536,64,9.49417,76.3275,"Alappuzha, Kerala, India",https://www.business-standard.com/article/pti-stories/no-let-up-in-torrential-rains-in-kerala-kochi-airport-shut-118081500197_1.html
779479270,20180815,-4.05479452054795,10,10.0,76.5,"Kerala, Kerala, India",http://www.rediff.com/news/interview/what-caused-the-rain-havoc-in-kerala/20180815.htm
779479440,20180815,-2.88135593220339,6,9.43333,77.0833,"Sabarimala, Kerala, India",https://www.business-standard.com/article/pti-stories/no-let-up-in-torrential-rains-in-kerala-kochi-airport-shut-118081500197_1.html
779479452,20180815,-3.19357440183082,10,9.43333,77.0833,"Sabarimala, Kerala, India",https://www.business-standard.com/article/pti-stories/no-let-up-in-torrential-rains-in-kerala-kochi-airport-shut-118081500197_1.html
779479713,20180815,-3.51612816301344,20,9.85,76.9667,"Idukki, Kerala, India",https://www.business-standard.com/article/pti-stories/no-let-up-in-torrential-rains-in-kerala-kochi-airport-shut-118081500197_1.html
779479714,20180815,-3.39646363560816,92,9.85,76.9667,"Idukki, Kerala, India",https://www.business-standard.com/article/pti-stories/no-let-up-in-torrential-rains-in-kerala-kochi-airport-shut-118081500197_1.html
779481710,20180815,-4.8709288774439,75,10.0,76.5,"Kerala, Kerala, India",https://www.deccanchronicle.com/nation/current-affairs/150818/kochi-airport-closed-till-saturday-as-kerala-braves-heavy-rain-floods.html
779481727,20180815,-3.26951004463108,20,10.0,76.5,"Kerala, Kerala, India",https://www.deccanchronicle.com/nation/current-affairs/150818/kochi-airport-closed-till-saturday-as-kerala-braves-heavy-rain-floods.html
779481910,20180815,-4.15486217165218,29,10.0,76.5,"Kerala, Kerala, India",https://www.deccanchronicle.com/nation/current-affairs/150818/kochi-airport-closed-till-saturday-as-kerala-braves-heavy-rain-floods.html
779481917,20180815,-3.90233516005287,14,10.0,76.5,"Kerala, Kerala, India",https://www.deccanchronicle.com/nation/current-affairs/150818/kochi-airport-closed-till-saturday-as-kerala-braves-heavy-rain-floods.html
779484553,20180815,2.11920529801325,3,10.1092,76.3644,"Aluva, Kerala, India",https://m.gulfnews.com/news/asia/india/watch-india-celebrates-independence-day-1.2266352
779486643,20180815,-3.53260869565218,4,10.0,76.5,"Kerala, Kerala, India",http://www.newindianexpress.com/states/kerala/2018/aug/15/franco-mulakkals-probe-team-to-return-from-jalandhar-today-1858054.html
779486644,20180815,-3.53260869565218,4,10.0,76.5,"Kerala, Kerala, India",http://www.newindianexpress.com/states/kerala/2018/aug/15/franco-mulakkals-probe-team-to-return-from-jalandhar-today-1858054.html
779486917,20180815,-3.53260869565218,4,11.8333,75.5667,"Kottayam, Kerala, India",http://www.newindianexpress.com/states/kerala/2018/aug/15/franco-mulakkals-probe-team-to-return-from-jalandhar-today-1858054.html
779486918,20180815,-3.53260869565218,6,11.8333,75.5667,"Kottayam, Kerala, India",http://www.newindianexpress.com/states/kerala/2018/aug/15/franco-mulakkals-probe-team-to-return-from-jalandhar-today-1858054.html
779487283,20180815,-3.92376681614349,2,9.96667,76.2333,"Cochin, Kerala, India",https://timesofindia.indiatimes.com/city/kochi/kerala-floods-cochin-airport-suspends-operation-till-saturday/articleshow/65410813.cms
779487680,20180815,-3.53260869565218,4,10.0,76.5,"Kerala, Kerala, India",http://www.newindianexpress.com/states/kerala/2018/aug/15/franco-mulakkals-probe-team-to-return-from-jalandhar-today-1858054.html
779487681,20180815,-3.53260869565218,4,10.0,76.5,"Kerala, Kerala, India",http://www.newindianexpress.com/states/kerala/2018/aug/15/franco-mulakkals-probe-team-to-return-from-jalandhar-today-1858054.html
779487684,20180815,-3.53260869565218,3,11.8333,75.5667,"Kottayam, Kerala, India",http://www.newindianexpress.com/states/kerala/2018/aug/15/franco-mulakkals-probe-team-to-return-from-jalandhar-today-1858054.html
779487688,20180815,-3.53260869565218,4,10.0,76.5,"Kerala, Kerala, India",http://www.newindianexpress.com/states/kerala/2018/aug/15/franco-mulakkals-probe-team-to-return-from-jalandhar-today-1858054.html
779487689,20180815,-3.53260869565218,8,10.0,76.5,"Kerala, Kerala, India",http://www.newindianexpress.com/states/kerala/2018/aug/15/franco-mulakkals-probe-team-to-return-from-jalandhar-today-1858054.html
779487691,20180815,-3.53260869565218,4,10.0,76.5,"Kerala, Kerala, India",http://www.newindianexpress.com/states/kerala/2018/aug/15/franco-mulakkals-probe-team-to-return-from-jalandhar-today-1858054.html
779487877,20180815,-3.92376681614349,2,9.96667,76.2333,"Cochin, Kerala, India",https://timesofindia.indiatimes.com/city/kochi/kerala-floods-cochin-airport-suspends-operation-till-saturday/articleshow/65410813.cms
779488873,20180815,2.87130140749216,15,10.0,76.5,"Kerala, Kerala, India",https://www.firstpost.com/india/narendra-modi-announces-rs-5-lakh-ayushman-bharat-health-insurance-scheme-cost-application-process-eligibility-4969301.html
779490428,20180815,-4.0952380952381,2,10.0,76.5,"Kerala, Kerala, India",http://www.rediff.com/news/column/the-tragedy-of-somnath-chatterjee/20180815.htm
779491357,20180815,-4.42477876106195,4,9.85,76.9667,"Idukki, Kerala, India",https://www.aninews.in/news/national/general-news/imd-issues-red-alert-for-several-districts-in-kerala201808151220210001/
779491375,20180815,-3.3946251768034,2,8.50694,76.9569,"Thiruvananthapuram, Kerala, India",https://www.firstpost.com/india/kerala-rains-imd-issues-red-alert-to-eight-districts-as-toll-rises-to-44-kochi-airport-to-remain-shut-till-saturday-4969451.html
779491376,20180815,-3.3946251768034,2,8.50694,76.9569,"Thiruvananthapuram, Kerala, India",https://www.firstpost.com/india/kerala-rains-imd-issues-red-alert-to-eight-districts-as-toll-rises-to-44-kochi-airport-to-remain-shut-till-saturday-4969451.html
779491786,20180815,-4.1806530363137,8,9.85,76.9667,"Idukki, Kerala, India",https://www.aninews.in/news/national/general-news/imd-issues-red-alert-for-several-districts-in-kerala201808151220210001/
779491847,20180815,-4.1806530363137,16,9.85,76.9667,"Idukki, Kerala, India",https://www.aninews.in/news/national/general-news/imd-issues-red-alert-for-several-districts-in-kerala201808151220210001/
779491945,20180815,-4.14577793277824,28,9.85,76.9667,"Idukki, Kerala, India",https://www.aninews.in/news/national/general-news/imd-issues-red-alert-for-several-districts-in-kerala201808151220210001/
779491948,20180815,-5.06514588406169,11,10.0,76.5,"Kerala, Kerala, India",https://www.indiatimes.com/news/india/kerala-floods-show-no-signs-of-slowing-down-kochi-airport-shut-after-runway-gets-submerged-351254.html
779491950,20180815,-4.1806530363137,8,9.85,76.9667,"Idukki, Kerala, India",https://www.aninews.in/news/national/general-news/imd-issues-red-alert-for-several-districts-in-kerala201808151220210001/
779491952,20180815,-4.1806530363137,16,9.85,76.9667,"Idukki, Kerala, India",https://www.aninews.in/news/national/general-news/imd-issues-red-alert-for-several-districts-in-kerala201808151220210001/
779491956,20180815,-4.1806530363137,24,9.85,76.9667,"Idukki, Kerala, India",https://www.aninews.in/news/national/general-news/imd-issues-red-alert-for-several-districts-in-kerala201808151220210001/
779493492,20180815,-5.30973451327434,3,10.0,76.5,"Kerala, Kerala, India",http://www.freepressjournal.in/headlines/kerala-floods-imd-issues-red-alert-in-8-districts-kochi-airport-shut-till-august-18/1335918
779494180,20180815,-4.1820996439338,12,10.0,76.5,"Kerala, Kerala, India",https://www.hindustantimes.com/india-news/kerala-floods-red-alert-in-12-of-14-districts-airport-shut-till-saturday-as-rain-fury-returns/story-IJOPwOm9m7INMu1p0hGCQK.html
779494182,20180815,-3.55957648546144,13,10.0,76.5,"Kerala, Kerala, India",http://www.freepressjournal.in/headlines/kerala-floods-imd-issues-red-alert-in-8-districts-kochi-airport-shut-till-august-18/1335918
779494185,20180815,-4.1820996439338,11,11.25,75.7667,"Kozhikode, Kerala, India",https://www.hindustantimes.com/india-news/kerala-floods-red-alert-in-12-of-14-districts-airport-shut-till-saturday-as-rain-fury-returns/story-IJOPwOm9m7INMu1p0hGCQK.html
779494292,20180815,-4.3610786208903,21,10.0,76.5,"Kerala, Kerala, India",http://www.freepressjournal.in/headlines/kerala-floods-imd-issues-red-alert-in-8-districts-kochi-airport-shut-till-august-18/1335918
779494304,20180815,-3.58372848595064,17,10.0,76.5,"Kerala, Kerala, India",http://www.freepressjournal.in/headlines/kerala-floods-imd-issues-red-alert-in-8-districts-kochi-airport-shut-till-august-18/1335918
779494305,20180815,-4.20753585715222,6,10.0,76.5,"Kerala, Kerala, India",https://www.hindustantimes.com/india-news/kerala-floods-red-alert-in-12-of-14-districts-airport-shut-till-saturday-as-rain-fury-returns/story-IJOPwOm9m7INMu1p0hGCQK.html
779496996,20180815,-5.3125,6,9.85,76.9667,"Idukki, Kerala, India",https://www.business-standard.com/article/pti-stories/cochin-airport-suspends-operations-till-saturday-as-rains-lash-kerala-118081500358_1.html
779498581,20180815,-3.66492146596859,10,9.49417,76.3275,"Alappuzha, Kerala, India",http://www.gdnonline.com/Details/386944/Cochin-airport-suspends-operations-till-Saturday-due-to-floods-in-Kerala
779499154,20180815,-0.1027749229188,4,10.0,76.5,"Kerala, Kerala, India",http://www.dnaindia.com/india/photo-gallery-72nd-independence-day-pm-modi-delivers-fifth-speech-from-red-fort-here-are-the-highlights-2650066
779499290,20180815,-3.66492146596859,10,10.1833,76.2167,"Periyar River, Kerala, India",http://www.gdnonline.com/Details/386944/Cochin-airport-suspends-operations-till-Saturday-due-to-floods-in-Kerala
779503822,20180815,-4.48150033492478,32,10.1,77.0667,"Munnar, Kerala, India",https://www.business-standard.com/article/pti-stories/rain-fury-in-kerala-kochi-airport-shut-till-saturday-12-districts-on-red-alert-118081500551_1.html
779503832,20180815,-2.88624787775892,4,10.5167,76.2167,"Thrissur, Kerala, India",http://zeenews.india.com/india/imd-issues-red-alert-for-8-districts-of-kerala-kochi-airport-shut-till-august-18-2133196.html
779503992,20180815,-4.07309113784698,12,10.0,76.5,"Kerala, Kerala, India",https://www.business-standard.com/article/pti-stories/rain-fury-in-kerala-kochi-airport-shut-till-saturday-12-districts-on-red-alert-118081500551_1.html
779503993,20180815,-5.21370256672062,37,8.4,77.0833,"Neyyattinkara, Kerala, India",https://www.business-standard.com/article/pti-stories/rain-fury-in-kerala-kochi-airport-shut-till-saturday-12-districts-on-red-alert-118081500551_1.html
779504449,20180815,-4.93630573248408,7,8.4,77.0833,"Neyyattinkara, Kerala, India",https://www.business-standard.com/article/pti-stories/rain-fury-in-kerala-kochi-airport-shut-till-saturday-12-districts-on-red-alert-118081500551_1.html
779504455,20180815,-2.88624787775892,6,10.5167,76.2167,"Thrissur, Kerala, India",http://zeenews.india.com/india/imd-issues-red-alert-for-8-districts-of-kerala-kochi-airport-shut-till-august-18-2133196.html
779504470,20180815,-4.48150033492478,40,10.1,77.0667,"Munnar, Kerala, India",https://www.business-standard.com/article/pti-stories/rain-fury-in-kerala-kochi-airport-shut-till-saturday-12-districts-on-red-alert-118081500551_1.html
779507242,20180815,-5.70175438596491,2,10.7725,76.6514,"Palakkad, Kerala, India",https://mumbaimirror.indiatimes.com/news/india/rain-pounds-various-parts-of-kerala-again-cochin-international-airport-suspends-flight-operations/articleshow/65411830.cms
779509896,20180815,0.54054054054054,6,10.0,76.5,"Kerala, Kerala, India",https://www.hindustantimes.com/india-news/from-57-minutes-in-2017-to-82-this-year-pm-modi-reverts-to-long-independence-day-speeches/story-WnA0NKOVSUCZsjMdGQa7DK.html
779509897,20180815,0.54054054054054,2,10.0,76.5,"Kerala, Kerala, India",https://www.hindustantimes.com/india-news/from-57-minutes-in-2017-to-82-this-year-pm-modi-reverts-to-long-independence-day-speeches/story-WnA0NKOVSUCZsjMdGQa7DK.html
779511942,20180815,-2.55972696245734,20,9.96667,76.2333,"Cochin, Kerala, India",https://thepeninsulaqatar.com/article/15/08/2018/Doha-flights-affected-as-Kochi-airport-closed-till-Saturday-due-to-flooded-runway
779512040,20180815,-1.73410404624278,2,10.0,76.5,"Kerala, Kerala, India",https://indianexpress.com/article/india/rape-case-after-questioning-jalandhar-bishop-for-nine-hours-kerala-cops-to-return-5308128/
779512041,20180815,-1.73410404624278,2,11.8333,75.5667,"Kottayam, Kerala, India",https://indianexpress.com/article/india/rape-case-after-questioning-jalandhar-bishop-for-nine-hours-kerala-cops-to-return-5308128/
779512070,20180815,-1.73410404624278,3,10.0,76.5,"Kerala, Kerala, India",https://indianexpress.com/article/india/rape-case-after-questioning-jalandhar-bishop-for-nine-hours-kerala-cops-to-return-5308128/
779512071,20180815,-1.73410404624278,3,11.8333,75.5667,"Kottayam, Kerala, India",https://indianexpress.com/article/india/rape-case-after-questioning-jalandhar-bishop-for-nine-hours-kerala-cops-to-return-5308128/
779512072,20180815,-1.73410404624278,4,10.0,76.5,"Kerala, Kerala, India",https://indianexpress.com/article/india/rape-case-after-questioning-jalandhar-bishop-for-nine-hours-kerala-cops-to-return-5308128/
779512073,20180815,-1.73410404624278,2,11.8333,75.5667,"Kottayam, Kerala, India",https://indianexpress.com/article/india/rape-case-after-questioning-jalandhar-bishop-for-nine-hours-kerala-cops-to-return-5308128/
779512476,20180815,-1.73410404624278,4,10.0,76.5,"Kerala, Kerala, India",https://indianexpress.com/article/india/rape-case-after-questioning-jalandhar-bishop-for-nine-hours-kerala-cops-to-return-5308128/
779512477,20180815,-1.73410404624278,2,11.8333,75.5667,"Kottayam, Kerala, India",https://indianexpress.com/article/india/rape-case-after-questioning-jalandhar-bishop-for-nine-hours-kerala-cops-to-return-5308128/
779512849,20180815,-2.55972696245734,20,10.0,76.5,"Kerala, Kerala, India",https://thepeninsulaqatar.com/article/15/08/2018/Doha-flights-affected-as-Kochi-airport-closed-till-Saturday-due-to-flooded-runway
779512852,20180815,-1.73410404624278,3,10.0,76.5,"Kerala, Kerala, India",https://indianexpress.com/article/india/rape-case-after-questioning-jalandhar-bishop-for-nine-hours-kerala-cops-to-return-5308128/
779512853,20180815,-1.73410404624278,3,10.0,76.5,"Kerala, Kerala, India",https://indianexpress.com/article/india/rape-case-after-questioning-jalandhar-bishop-for-nine-hours-kerala-cops-to-return-5308128/
779514597,20180815,-6.80272108843538,10,9.96667,76.2333,"Cochin, Kerala, India",http://www.khaleejtimes.com/international/india/rain-fury-in-kerala-uae-airlines-suspend-flights-to-kochi
779514616,20180815,-6.80272108843538,10,9.96667,76.2333,"Cochin, Kerala, India",http://www.khaleejtimes.com/international/india/rain-fury-in-kerala-uae-airlines-suspend-flights-to-kochi
779515059,20180815,-4.05759162303664,10,9.85,76.9667,"Idukki, Kerala, India",https://indianexpress.com/article/india/kerala-rains-cochin-airport-shuts-operation-till-sunday-red-alert-in-all-14-districts-5307908/
779515221,20180815,-6.80272108843538,5,9.96667,76.2333,"Cochin, Kerala, India",http://www.khaleejtimes.com/international/india/rain-fury-in-kerala-uae-airlines-suspend-flights-to-kochi
779517018,20180815,4.46650124069479,8,9.96667,76.2333,"Cochin, Kerala, India",http://www.khaleejtimes.com/nation/here-is-how-you-can-celebrate-eid-al-adha-at-dubai-mall
779519820,20180815,2.04678362573099,4,10.0,76.5,"Kerala, Kerala, India",https://scroll.in/article/889557/kole-birders-citizen-scientists-in-kerala-are-helping-build-an-atlas-of-the-countrys-bird-species
779519821,20180815,2.04678362573099,6,10.5167,76.2167,"Thrissur, Kerala, India",https://scroll.in/article/889557/kole-birders-citizen-scientists-in-kerala-are-helping-build-an-atlas-of-the-countrys-bird-species
779519829,20180815,2.04678362573099,5,10.3833,76.8167,"Parambikulam, Kerala, India",https://scroll.in/article/889557/kole-birders-citizen-scientists-in-kerala-are-helping-build-an-atlas-of-the-countrys-bird-species
779520292,20180815,2.04678362573099,10,10.0,76.5,"Kerala, Kerala, India",https://scroll.in/article/889557/kole-birders-citizen-scientists-in-kerala-are-helping-build-an-atlas-of-the-countrys-bird-species
779520313,20180815,2.04678362573099,10,10.0,76.5,"Kerala, Kerala, India",https://scroll.in/article/889557/kole-birders-citizen-scientists-in-kerala-are-helping-build-an-atlas-of-the-countrys-bird-species
779520382,20180815,2.04678362573099,5,10.3833,76.8167,"Parambikulam, Kerala, India",https://scroll.in/article/889557/kole-birders-citizen-scientists-in-kerala-are-helping-build-an-atlas-of-the-countrys-bird-species
779520588,20180815,2.04678362573099,10,10.0,76.5,"Kerala, Kerala, India",https://scroll.in/article/889557/kole-birders-citizen-scientists-in-kerala-are-helping-build-an-atlas-of-the-countrys-bird-species
779522554,20180815,-3.14136125654451,6,9.96667,76.2333,"Cochin, Kerala, India",http://www.banglanews24.com/english/international/article/70268/Floods-force-India-to-close-Cochin-Airport
779522555,20180815,-3.14136125654451,6,10.1833,76.2167,"Periyar River, Kerala, India",http://www.banglanews24.com/english/international/article/70268/Floods-force-India-to-close-Cochin-Airport
779525824,20180815,-5.31695331695332,6,8.4,77.0833,"Neyyattinkara, Kerala, India",http://kaumudiglobal.com/innerpage1.php?newsid=111682
779526422,20180815,-5.0439910724199,249,10.0,76.5,"Kerala, Kerala, India",https://www.nzherald.co.nz/world/news/article.cfm?c_id=2&objectid=12107768
779529427,20180815,-5.44354838709677,6,9.26667,76.7833,"Pathanamthitta, Kerala, India",https://www.thetelegraph.com/news/world/article/Heavy-monsoon-rains-kill-44-in-southern-India-13157271.php
779529562,20180815,3.3596837944664,10,10.0,76.5,"Kerala, Kerala, India",https://allindiaroundup.com/news/6-year-old-indian-chef-cooks-with-ellen-degeneres/
779529864,20180815,3.3596837944664,10,10.0,76.5,"Kerala, Kerala, India",https://allindiaroundup.com/news/6-year-old-indian-chef-cooks-with-ellen-degeneres/
